TMDb ID,IMDb ID,Type,Name,Release Date,Season Number,Episode Number,Rating,Your Rating,Date Rated
10481,tt0211181,movies,102 Dalmatians,2000-10-07T00:00:00Z,,,5.5,3.0,2021-08-29T18:31:02Z
10923,tt0313911,movies,Agent Cody Banks,2003-03-14T00:00:00Z,,,5.436,3.0,2021-08-29T18:31:26Z
332,tt0141369,movies,Inspector Gadget,1999-07-23T00:00:00Z,,,4.455,3.0,2021-08-29T18:31:52Z
4035,tt0085033,tv,Inspector Gadget,1983-09-10T00:00:00Z,,,7.009,3.0,2021-08-29T18:32:52Z
10340,tt0048280,movies,Lady and the Tramp,1955-06-22T00:00:00Z,,,7.102,3.0,2021-08-29T18:33:27Z
11224,tt0042332,movies,Cinderella,1950-02-22T00:00:00Z,,,7.031,3.0,2021-08-29T18:33:59Z
11970,tt0119282,movies,Hercules,1997-06-20T00:00:00Z,,,7.512,3.0,2021-08-29T18:37:03Z
2567,tt0138967,tv,Hercules,1998-08-31T00:00:00Z,,,6.588,3.0,2021-08-29T18:37:25Z
4615,tt0111999,tv,Hercules: The Legendary Journeys,1995-01-29T00:00:00Z,,,6.958,3.0,2021-08-29T18:37:31Z
75826,tt0110017,movies,Hercules and the Lost Kingdom,1994-05-02T00:00:00Z,,,5.923,3.0,2021-08-29T18:37:57Z
37404,tt0110015,movies,Hercules and the Amazon Women,1994-04-24T00:00:00Z,,,5.909,3.0,2021-08-29T18:38:05Z
75834,tt0110019,movies,Hercules in the Underworld,1994-11-07T00:00:00Z,,,5.47,3.0,2021-08-29T18:38:12Z
75822,tt0110016,movies,Hercules and the Circle of Fire,1994-11-05T00:00:00Z,,,6.265,3.0,2021-08-29T18:38:22Z
70811,tt0110018,movies,Hercules in the Maze of the Minotaur,1994-11-19T00:00:00Z,,,5.519,3.0,2021-08-29T18:38:30Z
1593,tt0477347,movies,Night at the Museum,2006-10-20T00:00:00Z,,,6.547,3.0,2021-08-29T18:42:28Z
17654,tt1136608,movies,District 9,2009-08-05T00:00:00Z,,,7.381,3.0,2021-08-29T18:42:40Z
14836,tt0327597,movies,Coraline,2009-02-05T00:00:00Z,,,7.747,3.0,2021-08-29T18:42:52Z
5689,tt0080453,movies,The Blue Lagoon,1980-07-05T00:00:00Z,,,6.169,3.0,2021-08-29T18:43:05Z
13475,tt0796366,movies,Star Trek,2009-05-06T00:00:00Z,,,7.423,3.0,2021-08-29T18:44:11Z
254,tt0360717,movies,King Kong,2005-12-12T00:00:00Z,,,6.824,3.0,2021-08-29T18:44:24Z
87,tt0087469,movies,Indiana Jones and the Temple of Doom,1984-05-23T00:00:00Z,,,7.273,3.0,2021-08-29T18:44:54Z
8373,tt1055369,movies,Transformers: Revenge of the Fallen,2009-06-19T00:00:00Z,,,6.118,3.0,2021-08-29T18:45:10Z
411,tt0363771,movies,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07T00:00:00Z,,,7.095,3.0,2021-08-29T18:45:20Z
8909,tt0493464,movies,Wanted,2008-06-19T00:00:00Z,,,6.485,3.0,2021-08-29T18:45:39Z
79853,tt0211896,movies,38 попугаев,1976-07-13T00:00:00Z,,,6.712,3.0,2021-08-29T18:45:55Z
44912,tt1133985,movies,Green Lantern,2011-06-16T00:00:00Z,,,5.169,3.0,2021-08-29T18:46:07Z
35,tt0462538,movies,The Simpsons Movie,2007-07-25T00:00:00Z,,,6.982,3.0,2021-08-29T18:46:18Z
12536,tt13677540,movies,Home Alone 4,2002-11-03T00:00:00Z,,,4.518,3.0,2021-08-29T18:56:59Z
10723,tt0115783,movies,Bulletproof,1996-09-06T00:00:00Z,,,5.662,3.0,2021-08-29T18:59:43Z
52451,tt1509767,movies,The Three Musketeers,2011-08-31T00:00:00Z,,,5.799,3.0,2021-08-29T20:23:19Z
76170,tt1430132,movies,The Wolverine,2013-07-23T00:00:00Z,,,6.374,3.0,2021-09-07T20:09:39Z
11069,tt0114720,movies,Tremors 2: Aftershocks,1996-04-09T00:00:00Z,,,6.195,3.0,2021-09-07T21:02:26Z
56715,tt0189192,movies,Just Visiting,2001-04-06T00:00:00Z,,,4.624,3.0,2021-09-07T21:20:32Z
11687,tt0108500,movies,Les Visiteurs,1993-01-27T00:00:00Z,,,7.128,3.0,2021-09-07T21:21:01Z
23483,tt1250777,movies,Kick-Ass,2010-03-22T00:00:00Z,,,7.105,2.0,2021-08-21T07:33:33Z
11674,tt0115433,movies,101 Dalmatians,1996-11-27T00:00:00Z,,,5.901,2.0,2021-08-21T07:39:42Z
14442,tt0327679,movies,Ella Enchanted,2004-04-09T00:00:00Z,,,6.375,2.0,2021-08-21T07:40:04Z
10009,tt0328880,movies,Brother Bear,2003-10-23T00:00:00Z,,,7.236,2.0,2021-08-21T07:40:17Z
10010,tt0465925,movies,Brother Bear 2,2006-08-17T00:00:00Z,,,6.684,2.0,2021-08-21T07:40:25Z
10992,tt0239395,movies,Cats & Dogs,2001-07-04T00:00:00Z,,,5.356,2.0,2021-08-21T07:40:48Z
9626,tt0089893,movies,Red Sonja,1985-04-09T00:00:00Z,,,5.291,2.0,2021-08-21T07:41:02Z
278615,tt0219119,movies,Кто сказал мяу?,1962-01-01T00:00:00Z,,,6.25,2.0,2021-08-21T07:41:29Z
72214,tt0050987,movies,Снежная королева,1957-10-22T00:00:00Z,,,6.694,2.0,2021-08-21T07:41:52Z
275115,,movies,Как старик корову продавал,1980-06-09T00:00:00Z,,,2.0,2.0,2021-08-21T07:42:43Z
306042,tt1794948,movies,Серая Шейка,1948-01-01T00:00:00Z,,,7.214,2.0,2021-08-21T07:42:56Z
14497,tt0063380,movies,"Огонь, вода и медные трубы",1968-12-10T00:00:00Z,,,6.55,2.0,2021-08-21T07:43:11Z
90323,tt2234421,movies,Сказка о мертвой царевне и о семи богатырях,1951-01-01T00:00:00Z,,,6.25,2.0,2021-08-21T07:43:43Z
64759,tt0061121,movies,Три толстяка,1966-06-06T00:00:00Z,,,6.857,2.0,2021-08-21T07:44:40Z
90521,tt2266785,movies,Мойдодыр,1954-01-01T00:00:00Z,,,6.25,2.0,2021-08-21T07:44:51Z
145760,tt0219233,movies,Падал прошлогодний снег,1983-01-01T00:00:00Z,,,7.49,2.0,2021-08-21T07:45:10Z
72202,tt1070792,movies,Гуси-лебеди,1949-06-04T00:00:00Z,,,6.25,2.0,2021-08-21T07:45:23Z
1452,tt0348150,movies,Superman Returns,2006-06-28T00:00:00Z,,,5.674,2.0,2021-08-21T07:45:47Z
10601,tt0316396,movies,Peter Pan,2003-12-25T00:00:00Z,,,7.207,2.0,2021-08-21T07:46:04Z
469450,tt0212592,movies,Возвращение домовёнка,1987-02-02T00:00:00Z,,,7.0,2.0,2021-08-21T07:46:20Z
448879,tt2327471,movies,Приключения домовёнка,1985-02-02T00:00:00Z,,,7.278,2.0,2021-08-21T07:46:32Z
469447,tt2339437,movies,Дом для Кузьки,1984-02-02T00:00:00Z,,,7.4,2.0,2021-08-21T07:46:45Z
222012,tt2145049,movies,Фунтик и старушка с усами,1987-01-01T00:00:00Z,,,5.8,2.0,2021-08-21T07:46:57Z
222013,"",movies,Фунтик в цирке,1988-01-01T00:00:00Z,,,5.714,2.0,2021-08-21T07:47:09Z
222011,tt2145051,movies,Фунтик и сыщики,1986-01-31T00:00:00Z,,,6.5,2.0,2021-08-21T07:47:23Z
70061,tt0251333,movies,По следам бременских музыкантов,1973-02-02T00:00:00Z,,,6.848,2.0,2021-08-21T07:47:37Z
71340,tt0030593,movies,По щучьему велению,1938-06-06T00:00:00Z,,,4.556,2.0,2021-08-21T07:48:47Z
419946,tt2487736,movies,Цветик-семицветик,1948-01-01T00:00:00Z,,,5.933,2.0,2021-08-21T07:51:06Z
641994,,movies,Цветик-семицветик,1968-01-01T00:00:00Z,,,2.0,2.0,2021-08-21T07:51:38Z
81604,tt0949326,movies,Аленький цветочек,1952-06-05T00:00:00Z,,,6.339,2.0,2021-08-21T07:52:07Z
91142,tt2474800,movies,Чиполлино,1961-01-01T00:00:00Z,,,6.453,2.0,2021-08-21T07:52:23Z
90319,tt0142851,movies,Сказка о царе Салтане,1984-01-01T00:00:00Z,,,6.409,2.0,2021-08-21T07:52:33Z
647,tt0385700,movies,Final Fantasy VII: Advent Children,2005-07-14T00:00:00Z,,,7.1,2.0,2021-08-21T07:52:47Z
919,tt0275230,movies,Blood: The Last Vampire,2000-11-18T00:00:00Z,,,6.763,2.0,2021-08-21T07:52:59Z
40728,tt0807703,movies,Air: The Motion Picture,2005-02-05T00:00:00Z,,,5.725,2.0,2021-08-21T07:53:33Z
1495,tt0320661,movies,Kingdom of Heaven,2005-05-03T00:00:00Z,,,6.829,2.0,2021-08-21T07:55:06Z
45269,tt1504320,movies,The King's Speech,2010-09-06T00:00:00Z,,,7.735,2.0,2021-08-21T07:55:18Z
11770,tt0286112,movies,Shaolin Soccer,2001-07-05T00:00:00Z,,,7.011,2.0,2021-08-21T07:55:31Z
9655,tt0454945,movies,She's the Man,2006-03-17T00:00:00Z,,,6.76,2.0,2021-08-21T07:55:47Z
13334,tt0416316,movies,Wolfhound,2006-12-28T00:00:00Z,,,5.448,2.0,2021-08-21T07:56:14Z
44115,tt1542344,movies,127 Hours,2010-11-12T00:00:00Z,,,7.051,2.0,2021-08-21T07:56:30Z
55931,tt0328832,animation,The Animatrix,2003-05-09T00:00:00Z,,,7.176,2.0,2021-08-21T07:56:46Z
15512,tt0892782,movies,Monsters vs Aliens,2009-03-19T00:00:00Z,,,6.163,2.0,2021-08-21T07:57:16Z
634,tt0243155,movies,Bridget Jones's Diary,2001-04-13T00:00:00Z,,,6.751,2.0,2021-08-21T07:57:40Z
9801,tt0317198,movies,Bridget Jones: The Edge of Reason,2004-11-10T00:00:00Z,,,6.272,2.0,2021-08-21T07:57:52Z
58700,tt1077274,animation,Cheon-nyeon-yeo-woo-yeo-woo-bi,2007-01-25T00:00:00Z,,,6.6,2.0,2021-08-21T07:58:08Z
25078,tt0385586,animation,Cat Soup,2001-02-21T00:00:00Z,,,6.871,2.0,2021-08-21T07:58:19Z
3980,tt0090887,movies,Critters,1986-04-11T00:00:00Z,,,6.428,2.0,2021-08-21T07:58:43Z
12244,tt0472033,movies,9,2009-08-19T00:00:00Z,,,6.839,2.0,2021-08-21T07:59:35Z
24476,tt0206588,movies,Beethoven's 3rd,2000-09-07T00:00:00Z,,,5.103,2.0,2021-08-21T08:00:00Z
11806,tt0103786,movies,Beethoven,1992-04-03T00:00:00Z,,,5.807,2.0,2021-08-21T08:00:11Z
10144,tt0097757,movies,The Little Mermaid,1989-11-17T00:00:00Z,,,7.359,2.0,2021-08-21T08:19:48Z
10438,tt0106375,movies,Beethoven's 2nd,1993-12-14T00:00:00Z,,,5.519,2.0,2021-08-21T08:20:38Z
18360,tt1078912,movies,Night at the Museum: Battle of the Smithsonian,2009-05-20T00:00:00Z,,,6.108,2.0,2021-08-21T08:20:56Z
37430,tt0816462,movies,Conan the Barbarian,2011-08-17T00:00:00Z,,,5.278,2.0,2021-08-21T08:21:17Z
863,tt0120363,movies,Toy Story 2,1999-10-30T00:00:00Z,,,7.561,2.0,2021-08-29T18:14:59Z
89,tt0097576,movies,Indiana Jones and the Last Crusade,1989-05-24T00:00:00Z,,,7.81,2.0,2021-08-29T18:20:12Z
33123,tt0442726,tv,Моя прекрасная няня,2004-09-27T00:00:00Z,,,5.233,2.0,2021-08-29T18:20:35Z
13654,tt0324941,movies,101 Dalmatians II: Patch's London Adventure,2003-03-02T00:00:00Z,,,6.014,2.0,2021-08-29T18:21:25Z
19766,tt0301454,movies,Inspector Gadget 2,2003-03-11T00:00:00Z,,,4.096,2.0,2021-08-29T18:32:15Z
237,tt0170982,tv,Mortal Kombat: Conquest,1998-10-03T00:00:00Z,,,6.837,2.0,2021-08-29T19:23:25Z
61579,tt1842127,tv,Mortal Kombat: Legacy,2011-04-12T00:00:00Z,,,6.903,2.0,2021-08-29T19:23:41Z
1498,tt0100758,movies,Teenage Mutant Ninja Turtles,1990-03-30T00:00:00Z,,,6.577,2.0,2021-08-29T20:09:14Z
1497,tt0103060,movies,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991-03-22T00:00:00Z,,,6.069,2.0,2021-08-29T20:10:20Z
1499,tt0108308,movies,Teenage Mutant Ninja Turtles III,1993-03-17T00:00:00Z,,,5.386,2.0,2021-08-29T20:10:30Z
10353,tt0120882,movies,Les visiteurs : Les couloirs du temps,1998-02-11T00:00:00Z,,,6.049,2.0,2021-09-07T21:21:11Z
100241,tt1418377,movies,"I, Frankenstein",2014-01-22T00:00:00Z,,,5.264,1.0,2021-08-21T07:32:58Z
59859,tt1650554,movies,Kick-Ass 2,2013-07-17T00:00:00Z,,,6.397,1.0,2021-08-21T07:33:16Z
23629,tt0978764,movies,Sucker Punch,2011-03-24T00:00:00Z,,,6.131,1.0,2021-08-21T07:33:47Z
37958,tt1253864,movies,Immortals,2011-11-10T00:00:00Z,,,5.902,1.0,2021-08-21T07:34:00Z
109689,tt1797504,movies,Tengo ganas de ti,2012-06-22T00:00:00Z,,,7.279,1.0,2021-08-21T07:34:12Z
59436,tt1605783,movies,Midnight in Paris,2011-05-11T00:00:00Z,,,7.533,1.0,2021-08-21T07:34:24Z
13062,tt0395479,movies,Boundin',2003-11-04T00:00:00Z,,,6.627,1.0,2021-08-21T07:34:38Z
2395,tt0463872,movies,Asterix at the Olympic Games,2008-01-30T00:00:00Z,,,5.169,1.0,2021-08-21T07:34:47Z
9906,tt0429589,movies,The Ant Bully,2006-07-28T00:00:00Z,,,5.711,1.0,2021-08-21T07:35:00Z
273126,tt1074974,movies,How the Little Lion and the Turtle Sang a Song,1974-01-01T00:00:00Z,,,6.75,1.0,2021-08-21T07:35:12Z
9612,tt0106598,movies,Coneheads,1993-07-23T00:00:00Z,,,5.278,1.0,2021-08-21T07:35:23Z
823,tt0193253,animation,Jin-Roh: The Wolf Brigade,1999-11-17T00:00:00Z,,,7.432,1.0,2021-08-21T07:35:42Z
11621,tt0104652,animation,Porco Rosso,1992-07-18T00:00:00Z,,,7.768,1.0,2021-08-21T07:35:59Z
492,tt0120601,movies,Being John Malkovich,1999-10-29T00:00:00Z,,,7.411,1.0,2021-08-21T07:36:19Z
4564,tt1000774,movies,Sex and the City,2008-05-12T00:00:00Z,,,6.555,1.0,2021-08-21T07:36:32Z
105,tt0159206,tv,Sex and the City,1998-06-06T00:00:00Z,,,7.476,1.0,2021-08-21T07:37:02Z
73723,tt1482459,movies,The Lorax,2012-03-01T00:00:00Z,,,6.461,1.0,2021-08-21T07:37:20Z
9920,tt0370032,movies,Ultraviolet,2006-03-03T00:00:00Z,,,5.174,1.0,2021-08-21T07:37:34Z
10603,tt0119190,movies,George of the Jungle,1997-07-15T00:00:00Z,,,5.59,1.0,2021-08-21T07:37:46Z
563,tt0120201,movies,Starship Troopers,1997-11-07T00:00:00Z,,,6.95,1.0,2021-08-21T07:38:03Z
310,tt0315327,movies,Bruce Almighty,2003-05-23T00:00:00Z,,,6.684,1.0,2021-08-21T07:38:15Z
4944,tt0887883,movies,Burn After Reading,2008-09-05T00:00:00Z,,,6.602,1.0,2021-08-21T07:38:59Z
605,tt0115341,tv,"Sabrina, the Teenage Witch",1996-09-27T00:00:00Z,,,7.926,1.0,2021-08-21T07:39:26Z
